gpu_mem_free,gpu_util,queue_len,model_size,batch_size,seq_len,latency
38.819665801181486,58.44675114130362,4,17.354262682311216,21,755,59.20453371106515
25.214677375870032,94.08574188305897,0,5.980120525011324,12,1824,31.906436181756582
25.101049069198396,99.1035836192944,2,17.971033987839274,1,1591,32.679908231324106
5.387395443534412,18.735955954908835,9,17.501235372978563,8,1616,192.51118757560997
40.67069079568726,4.5772282480622035,4,9.875909602901423,26,1093,48.98080555913771
14.837391367240286,86.50938622050509,3,13.878349843617636,21,1853,86.30669999057032
49.9177947475978,90.11198646670296,4,6.846094804492012,29,72,39.45186188851852
16.00049066120112,26.419218379847752,9,18.475563614113135,9,536,83.94718509253788
56.02172400867168,66.3443319869167,2,2.0000860149649364,23,1278,29.147919229771276
52.513731797342636,18.417582402821264,5,6.9005343877732725,19,1243,44.98050854416839
49.245781385428515,47.82411031010384,9,13.680006618814996,23,1356,97.23002670478098
57.66054788124157,95.71570259385926,7,6.315867619860292,31,606,66.0081294294414
31.754331292803098,32.415231266487986,7,16.365355644671403,8,1851,65.71686489192702
9.757240071176867,75.565699905156,1,5.106458638490806,1,383,20.3087173468854
11.161548542233266,0.9252703476531399,9,16.814322600791435,15,1179,131.44892417461196
39.41181314586985,44.88382511404103,5,13.24401541794928,22,2032,93.18281154720866
57.803205167062536,88.86094666634104,8,12.800725834574905,26,881,87.0935319299455
50.88405269718445,50.11611532891078,3,17.501520252183596,25,294,37.8868404511371
57.36287344694565,82.6492087205122,9,8.524868842658371,24,996,81.907688225593
58.91768208766977,33.52186023714676,1,13.146718315203152,4,382,13.713190605992395
27.394555622938142,79.41039460352,6,19.156679996334866,15,766,67.89310423649276
12.74465241511497,26.94682902527913,6,19.80335674777099,5,108,107.04579039599567
47.47471562606282,71.92566957365676,5,4.180441999133131,1,275,39.50009606970752
58.16382457453178,7.098082093539471,9,11.080564679245732,30,450,61.37837873568964
50.279395943566946,70.67613872105055,3,11.616951025404045,3,1895,35.73946440215231
35.00045955272421,26.882741760559227,10,2.663102921036908,3,1154,56.298514583374825
31.62423883406109,24.993934912990223,5,6.645893050577364,25,1815,60.154526699592836
17.855540213687533,92.90279302442147,2,15.808434371333789,30,1395,94.73885644891621
26.10445207962849,50.526006444780656,4,16.12171463419852,27,1863,111.19903807043809
23.371893588360177,98.15485247426622,6,11.348953112768587,9,1153,61.40777913997321
51.81812460687281,27.996449246689647,10,13.804009106016311,6,414,59.02820571127238
42.4534393046239,48.76294827907335,7,10.29204125101256,23,1313,75.8335250297475
46.63097648198576,28.935545740622658,4,12.49179270455351,9,1476,42.381206576853415
9.14032941584205,41.15113182232514,8,6.9153976004904685,20,1211,64.97931935285294
52.605931074471194,30.687187277882224,6,15.001675801163715,20,652,55.69962270029393
27.592739923835982,60.11304291591861,2,15.914560156841945,8,977,34.46142880177139
30.593657470262805,44.251249298829386,0,19.67167220832032,22,102,13.264573103312959
55.5960489499417,93.70393728933315,1,4.906498691579126,6,1780,28.98092806047314
35.475460421770435,94.59921947408432,6,8.83768443194111,8,646,53.48715920924403
25.54018698229879,88.40392252371659,9,18.254996279862688,23,1057,107.0605059607175
44.66459155093238,55.491888564095085,7,3.9880015642638527,28,1311,60.737533854918766
47.95154939889902,56.22367924565036,8,7.511832545533146,12,157,52.65996510070852
36.06133599955553,82.10239052025561,9,19.150526498049402,16,2025,123.4681839577312
25.16031530585744,71.71463674048553,10,9.713215723905455,27,276,71.58121570555144
43.64490303356226,21.1346840760925,9,15.359942955192066,32,213,59.696273933477414
47.79519172748759,1.4083320782338538,3,3.9192985945165963,24,1055,25.205330456962795
23.13826105364962,90.03526394329658,6,7.459391350108305,28,1736,84.26566226326578
33.55004516868505,82.01209154888203,0,7.61280960757413,30,1783,57.12333690069043
19.62150435953637,96.87360171685626,9,14.207241558763831,15,605,77.26779205794944
32.16158581078587,11.226566274614635,4,6.476576395996339,19,227,25.038660654516146
27.989124702880247,66.85878901528773,7,18.0954506025187,25,1681,124.41788896014239
40.88754957907556,51.44589786106929,2,15.26518551866528,14,1257,47.152853047961024
31.049691551653524,34.278473510715365,10,6.901058012989419,27,1499,84.78634679811515
49.96198581304804,53.265973033024636,7,14.231041401050554,3,297,46.92118039543853
48.55156810774879,40.624104438114436,6,4.29902151311633,31,1042,52.01152017929126
40.156100616447794,49.464399052569206,1,8.751070574202837,9,1641,27.817335941554013
59.565070286585104,55.53700761348718,8,14.634465595723722,2,803,53.457696697370665
32.63201867201664,42.69228411575774,5,16.044347484046376,22,669,57.15252745017101
35.08035325862183,50.263827099049806,6,14.534486757784949,13,1321,65.01283952895406
13.184115892065103,51.81818702163431,3,14.162457596326362,28,1425,91.65526025628165
58.96290524855021,41.950090535964556,8,8.185699061738205,18,1655,72.77521561211103
15.525544988313085,15.9044526743099,6,18.909372376074753,2,1145,71.34941068659978
45.25300055075755,54.64877742595945,10,2.995235440172146,7,1073,63.17947682430519
18.845945535539173,70.98495654450868,10,19.33431633144434,32,1085,136.20944557072818
19.620497940057966,51.068680989025296,9,3.0630618494656945,8,871,57.34807769451276
30.129042477613048,45.197665444112936,2,7.194792341136308,20,1969,47.37262532821737
50.24303083628121,87.24172863917794,8,8.150817277586594,25,171,60.93282011400385
16.114637323759137,31.777040904634234,8,4.538261912807353,23,757,54.256975997315735
14.033002364116246,53.40551514121342,5,4.941280718032318,4,95,35.868871695527915
56.22471019635526,51.290131967087206,7,4.235728727317081,8,288,46.2339382921913
12.66651455516929,67.79708644339175,5,15.058966184073853,15,888,82.54247653491035
23.58406795264032,61.443420376461624,1,18.731350505163697,6,1284,31.719316504470434
6.198392236924055,40.22616196442157,7,15.183324842651988,20,1952,192.17025863587702
37.49145467441856,57.22545517420527,3,19.242913223984925,7,1170,42.20503696528471
20.032179725954578,11.269705215173953,9,14.963408322836266,26,545,68.45709063649377
17.39596974037212,62.42622822227224,3,9.67429078592139,1,1805,29.23145513131326
6.691411728034398,64.64563496658862,7,14.187511453893187,17,961,146.06826171413093
16.97723098760973,40.704990959785526,10,5.29702841246447,32,488,66.41283776086162
5.392151112155333,6.851036552536815,0,3.016139063192097,8,1931,6.029538935326515
28.04672793962701,82.29994802102777,8,7.334325439095422,10,1005,63.83098667049646
39.54698973953063,87.0663882880402,4,5.678306151649618,14,1778,51.54771733029427
59.78840973103554,46.643837918373045,0,3.9962356353517876,9,755,12.04420969789615
46.09625096284246,59.80322945945675,3,13.353937432060642,14,726,40.53358789783779
58.191517968194916,83.22913276707482,1,16.47394461360237,11,370,28.350722011151127
10.740430194555595,45.635788813666764,2,15.811564505631383,8,904,81.27342432396385
51.31620245614086,74.90422460722107,1,7.99821855490368,10,754,26.01150171184159
11.090123107173374,82.00538542600539,8,3.8242257318134385,24,1055,66.0840166381527
35.960430606605534,49.95541273002818,8,8.446099077570443,32,540,64.58594175204736
25.94484462114374,57.54606544205071,3,19.381135576329747,31,713,69.34733705277179
44.45056345626587,4.918212133593092,9,14.133323227798137,23,1135,82.87868271288566
15.601775544288994,43.510018845296095,7,4.419032935608651,26,677,51.48038554231756
24.296630322869884,15.272505131544168,6,7.907119346453289,3,1112,35.692316040285654
52.198947245029665,46.527070697693276,5,3.265199841624013,13,906,38.15116651300342
24.867533153215646,86.17096349116252,9,16.37663802255991,26,1984,146.71144227380555
56.31910667619059,24.043678469660257,7,9.754057063174155,2,1881,43.47821196109817
17.364664992798126,52.416997934365305,9,10.300557265358576,20,1580,88.03316054540616
17.31761034556439,1.6325729642155618,1,16.094621223423907,26,1598,72.19644685192476
28.3946072948491,1.3493001193543464,7,17.28301317254566,10,1633,63.493020534637935
49.95642187283357,44.2119852042901,10,11.926906616968616,23,405,69.95231055456429
35.49167157555607,17.09479229218658,0,8.902908300232584,23,629,16.298795896383794
52.08491405146141,1.1270493422808836,9,6.271922949472697,2,825,46.26027715511917
55.95372507143192,24.211229214408736,0,19.31629989082582,26,1639,87.1567261976469
21.52688022783138,37.299778630162336,0,2.471729395205249,20,913,11.973333601677252
32.8501439458984,47.5957478084115,4,19.672940441125125,32,1639,132.69978758729536
55.039369504677275,51.54149692260618,6,2.6014705121605273,30,929,47.558597701912625
17.783654077106874,77.55879514681396,6,14.985596248296014,14,1773,82.70900603688315
30.469487357778252,83.34397830878096,1,13.79014358620254,8,809,30.59377659074648
46.65056380515254,13.329038094189771,5,14.459641994526715,29,687,56.47375236453353
31.60305753311583,35.148512920644,9,18.112270686746914,4,1674,64.15767903597454
45.086696065053616,89.10697944330192,2,17.348462783275277,32,442,52.35906164932494
6.153899715866332,5.283816011542286,3,15.228562480700651,1,275,107.22217631887091
32.40454746122599,4.420375854584513,4,5.245989524414138,7,1519,26.462135832226455
56.99970016103503,18.301834915877436,4,19.087479211259858,3,796,28.21845701882434
51.35234103824051,29.91553414008733,9,9.75898819055541,26,169,55.271206238947514
48.81302510741073,84.02949347783525,3,7.911155570495571,1,634,32.30746595873647
9.861848580689527,36.42751424383272,6,14.398365975021868,20,955,110.15155580438173
10.614398183580295,63.25156365034616,9,14.431349945866527,12,1181,116.27193949621359
43.741926483042974,49.410699877253826,1,2.6512028706345374,6,420,15.550243098850668
47.5794325012611,94.91411741951697,4,3.522687248873501,9,962,42.032766103978076
29.56929899921862,81.05931677810291,8,19.310719451538954,27,680,91.6663442686461
30.14767307907494,59.771858736500796,5,16.736897356469125,23,1732,103.62747605653057
12.28588609880596,77.64434919836022,7,13.663063316292494,31,768,96.82966315796654
12.81788223592142,6.7515769299172135,8,3.1248610492348803,21,1274,49.71056863710644
14.517952828223592,89.68020277010457,1,10.838707877972157,21,1700,61.630227678381516
48.358516493543334,7.375548715002777,5,12.873304499851262,26,278,35.77993423549305
50.07936782512047,59.253815072994506,1,10.582219619178396,26,1870,68.30151480304427
52.896270198352184,49.62791997743955,3,3.822145421743325,5,1978,28.705685817592055
52.83968011976577,74.60283563593224,7,15.141724600232916,29,469,70.51482675596323
10.684175613862644,73.02686336010022,8,19.1316972373722,7,785,149.59345653905166
9.868727336810064,15.679621556398093,6,8.831597453797718,14,89,34.23634135402281
32.60073368625747,27.82654911014424,5,18.341364092000827,18,945,61.763970142522254
37.00853469227734,63.793872543231245,1,12.082098477639237,2,1806,22.12282847876954
5.294048095216654,40.71817151895496,1,3.1933215984187395,14,553,15.61590388528678
14.805577551879344,34.48875591319247,2,8.570284141390932,17,495,24.109645287618964
16.124348272620708,66.16799200523457,9,16.30934821735218,30,1916,153.829731401702
17.982775484055516,52.893608973939244,9,13.41574648946632,18,1428,90.06255657131207
32.379261094817764,49.339339720622476,2,2.5490421186493877,5,843,20.942289197135214
29.73292453417334,71.17886224190471,8,6.807493919211871,23,157,56.693958502608346
18.611697814389267,24.655987699500635,8,4.0736227590264225,25,272,47.701261016038096
16.478522887799514,23.171910866390434,0,13.047616002845526,3,1195,9.311952510298207
38.53325003297413,59.131215636373035,2,16.462670730953135,5,1998,38.27245118749679
23.648854736542052,95.01641632885912,5,5.333747524142368,14,434,47.24406826144073
23.353731416659645,75.79868538980747,0,12.326849021617765,24,260,22.851690867450984
56.005152520385444,53.37648634793059,0,9.295974909473738,4,1958,17.95590481868595
33.628763507457855,8.794806370823594,10,11.595028274020684,9,1557,68.0070743945499
25.462396229671405,79.44620194596453,5,13.900779445548396,16,973,62.529973830022655
7.583043232421701,32.70005222041876,4,2.585581682564763,31,223,28.327423061240772
25.42333471350404,26.228443731253538,9,10.714182007950843,6,86,50.79854053786097
34.101527457913875,0.2378861859379522,6,18.901843616851664,28,1324,100.12049189358008
16.759267239248196,53.327740779820296,1,7.261575535340516,28,873,33.41574339455042
40.55943043294029,58.476463095105814,8,3.680041129033078,30,911,61.75284502466856
37.4227961296484,33.79761532125142,4,12.473961311877456,12,160,29.154523636130758
20.161476498300267,70.75181711501217,6,2.719707197776308,20,458,46.64161521616553
18.121395408603142,69.17766824092907,1,8.231205774217983,4,434,20.264470970590054
30.555217077518734,34.899240346562785,3,10.324813882772807,11,625,29.07815761371886
6.922193921475863,84.78133494301474,6,7.405691717041448,6,486,53.95074464894809
56.979355879430756,26.15740222827303,1,8.115664526649805,26,117,12.700265594661477
38.81949168976609,81.00542572338799,7,18.4158788753553,26,977,97.98110066385513
45.73649695866443,69.31454739893606,6,18.744674588430343,15,481,57.3871921953397
40.121337793709976,52.04041024226013,8,2.381615267670362,27,1548,60.36228122120707
54.43952308875159,62.63095145348354,8,17.043511221717246,14,1472,87.64945821641162
49.95404778605342,40.86681157269886,7,15.78823600529996,28,1293,100.33309194812774
52.417018949599786,68.66579446829168,4,12.00031093834085,23,879,57.99418751770203
44.97041599943384,8.791813164505747,2,4.044701033478601,31,1681,32.835704188461484
44.17619131615691,51.553121626610235,0,12.949213566273773,4,1911,20.20900317538172
21.82858942612589,48.914645478921024,8,2.81072492943915,29,1440,61.520516401122094
20.324747462680484,46.054670096139404,7,12.069869730785765,6,942,51.03282439106799
54.927055840044254,30.582859161134003,1,9.403979579163412,25,1632,49.48480851521352
26.741087387286942,0.151942211098266,6,8.635599449349098,20,1323,52.88018458519737
35.48245827726092,90.31272664866195,5,11.543919475174567,12,187,45.653000859961566
32.64734627758738,60.284290657558294,6,12.223386070224597,1,1859,44.329185601966415
27.606342036596597,31.908836476691583,0,12.228280743435935,1,1468,8.176878908474713
42.05049796111992,98.76829110691308,5,18.235437936914163,16,915,71.45033936102496
29.625847479055622,25.426851422284447,2,5.853670979818946,21,928,26.493004289928052
44.81851805063516,71.46988824025648,1,18.959814611454338,11,1628,53.24721365424372
43.802832980630996,18.68364701023125,4,3.514939025493227,12,671,26.566958305373397
50.483085846832005,72.16652339210874,0,4.466009136030858,4,709,15.6998648694001
43.61555970079644,13.388675703582598,2,7.93411544073133,32,740,31.465720504368306
47.54895790493464,73.89679176057773,8,18.233442511639495,17,1643,105.70718663137583
39.86997240954675,6.239848703920858,2,17.855999322350357,8,1663,35.003591239239086
41.95957216255731,93.40567024804926,7,8.120881796094649,24,2024,93.12912946231921
8.232062587890452,17.179186357503685,6,19.373369151022114,14,765,165.59778126356204
25.288538685573904,68.13942324114902,7,3.4252248749794747,2,1643,49.75341354214806
25.963078511910457,33.735470249685285,5,11.748932895352949,6,1729,43.935437035576214
15.09687950453303,27.152107873285036,7,9.991279033371065,32,1980,103.73516553009607
26.78299625895067,68.3807363634921,1,10.618839192841236,27,547,34.35911087660564
35.32433938050724,82.47797556140274,9,10.536471236396878,19,1236,86.23944416383499
36.33393178134632,4.052765327548002,2,16.626280941814834,17,551,26.384390423707558
7.1756628609437225,6.178377197935503,0,14.831954996735877,4,1003,83.74917714219909
16.879350638966528,34.64767935903392,0,3.753310233223978,1,1303,7.418592195195869
54.8023037737963,26.169609107645876,1,19.496201901032084,15,682,30.178536366284998
7.4761082201407305,53.34393738987004,5,14.964730767696189,14,200,114.74513756848353
45.29844778246542,9.182800958495086,2,14.18837786921011,19,621,28.577427239580025
34.69764216543078,12.578199980401116,0,10.340143413572708,14,1376,22.434892267986694
22.580863424041535,40.08183491342121,6,3.4834794359852914,18,1324,46.31819517452439
52.85644626439994,79.24329311589099,4,13.35711996903875,21,1753,85.02022436520055
18.069166965823122,13.066951980957665,6,9.21745847900824,3,642,34.38867289924852
16.22672565069537,11.731232571370832,4,12.384508547120568,3,276,23.37168382197575
19.674208015073823,98.81422066151606,10,4.8336373477416315,1,1943,70.70201986896942
26.569424014718884,44.70064664435007,10,16.05488567028039,24,1009,97.818640468021
12.203555864679576,27.354997596019505,7,12.050321167386981,5,1987,52.44299359900287
57.238995231055824,32.32543143579526,8,11.345149725535109,9,1685,63.67000584593305
55.64239672998414,77.7005460495953,5,17.595933372166336,23,1643,107.03338182999843
18.708009949084918,56.17406700828289,1,13.664599017162978,22,1904,73.47308576474886
42.93287743642601,51.745589978643714,10,9.477975645858074,18,2010,94.64043388244325
25.82868455696376,35.50053454922537,8,16.768870298584446,1,707,48.285666039955
25.17837595606744,88.67175048290004,7,5.054404857151205,28,1898,79.59547926942437
56.712880608008916,61.842308321803415,3,15.966813535946654,8,1423,45.54508219368235
13.312439267891085,61.86001412919722,4,4.472932187875646,12,1326,39.48933252318717
23.38386455117317,22.175441971152022,8,17.35330273553832,4,728,49.488370150819165
12.704620838008822,26.872445459980852,6,17.92421212533319,29,444,110.64961749781888
32.69635409219552,90.51161130606656,9,2.3776551901393503,13,1027,66.27672970556836
8.90537291224237,69.37069050624437,3,9.07666938785736,30,99,33.282873665592405
23.374339254359963,9.926725741591202,9,15.643885559000696,22,1396,95.03084647712119
21.39635543667569,76.649755924534,4,15.524785084616973,9,275,39.1723354933495
29.249330797367286,23.601646596553184,1,9.139521533203192,17,392,15.810906469037242
37.77678776518874,85.79750271245736,3,14.553943633299365,29,1466,94.03413650510039
53.5905714311651,50.29755842274627,8,15.741198730904467,27,1380,108.7112181558993
25.45612005430697,18.835540309183497,9,15.24271535515177,26,2000,128.0292279086259
52.206023455420834,20.51561737274875,8,12.991866712624931,17,477,54.638228191817305
25.14575124135872,3.0846495264535534,8,14.737147440975848,19,1441,80.96576588393847
11.963940309192314,26.199052079358943,5,14.282569597643239,9,1153,68.24712577185542
37.527467362580275,77.55881253555961,4,10.645418904576202,19,1042,56.58756285439189
25.235726332705383,61.42730371821743,4,14.292892121580909,8,130,33.771921524287905
40.440113527091206,37.161345909842595,4,7.9201480407337055,9,1622,38.99410129183158
25.01901769437529,56.393020502462655,0,4.376647430188642,11,398,13.19470034542912
44.057977067807684,73.98706707045248,8,5.200263743456707,26,831,66.03310325820306
40.461839337489835,25.243857101375312,8,16.656988205318363,2,1997,51.70157250947922
6.215156090762617,67.67264640446135,4,7.934623307785511,27,160,54.156958720084546
34.72321071668075,44.13290080203486,5,15.483175138128388,14,1104,57.75737565389821
38.13393905747422,2.8548229053914853,10,14.10621199143636,23,324,61.08291375709668
41.34000662100333,44.48024279686684,4,12.636275213891205,27,1279,72.53289775550387
7.698159706223634,59.78357823492654,0,11.221539820132662,30,1707,104.65602220497496
8.081602328690252,79.9528225126761,6,14.679530343688352,22,942,142.39170333677598
54.40424960211534,45.53152315296688,1,5.057043691465778,10,954,18.930724312251726
32.566684693388844,4.036712119176622,8,18.877909630947556,8,1559,64.35187131555311
13.95964813111437,69.59148238387388,1,8.041473838874026,29,1223,47.43899174110929
19.229140318549252,95.55029824359602,10,11.378624408101377,13,559,77.37890600608648
19.00523601200701,83.32349757154108,8,15.666028801503018,26,1945,135.88780716350897
16.083240493728425,93.97617821520011,8,16.812674541934054,19,188,72.09506347147516
52.03576934083382,85.66109787997509,0,15.259602975122144,2,688,19.231940945371825
6.49756267852666,21.72897717815684,5,2.386334652609964,18,1734,36.794023153357585
29.02274431278258,0.12564070943131833,6,2.763465626732823,25,1198,38.301707693951066
36.82101627536449,52.117578827942225,9,11.112049605249364,19,1660,90.47092022054495
49.71490312341606,78.75236550379722,10,13.033102657270014,30,244,75.2907042458811
25.504768455657178,15.158267387380919,3,5.529624867950583,22,531,24.491361248216055
7.24253008877543,41.65326495990893,5,11.297893063903118,25,772,95.68921635659169
16.01426987706669,70.50190894541377,10,14.169102483086325,9,829,74.67194915171346
22.320514452389265,60.693568585242666,10,4.366520963441207,8,1135,66.10351475185315
49.877568417836365,26.05511235370386,10,18.969108667417096,31,1600,149.29780146112955
7.992557026259787,39.37285701202365,2,19.77095495022053,12,770,153.92691301601596
